UUID,요청 UUID,이벤트 타입,사용자명,타임스탬프,IP 주소,리소스,액션,상태,상세 정보,에러 메시지
d8814241-ed0c-4d4a-9d54-89b9ec67d42d,a56c5184-c743-4e95-9649-cb600703f6ad,USER_MANAGEMENT,admin,2026-02-11 13:30:22,127.0.***.1,/pages/user/edit/bdf8e9b3-6f9c-4cf2-b256-3e53da888a84,유저 생성,SUCCESS,"{""result"":{""headers"":{},""body"":{""uuid"":""bdf8e9b3-6f9c-4cf2-b256-3e53da888a84"",""userName"":""herotic"",""fullName"":""herotic"",""email"":""herotic@gmail.com"",""role"":""CONSUMER"",""status"":""RESET_PASSWORD"",""organizationUuid"":""054dead9-ffcc-40aa-8914-7c8ff8adb391"",""tokens"":null},""statusCode"":""OK"",""statusCodeValue"":200},""method"":""createUser"",""executionTimeMs"":224,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",{""userName"":""herotic"",""password"":""583debad47fd89852f45e8d3f4a9a87a:XSVQhkzYVazH7TMUx0Nn2Q=="",""fullName"":""herotic"",""email"":""herotic@gmail.com"",""role"":""CONSUMER"",""organizationUuid"":""054dead9-ffcc-40aa-8914-7c8ff8adb391""}]}",
31e528b4-e00b-40f3-8729-5fa9cadfc9bd,4ce5688b-e4ef-425b-a610-bbe110f15d31,USER_MANAGEMENT,admin,2026-02-11 13:29:20,127.0.***.1,,유저 삭제,SUCCESS,"{""result"":{""headers"":{},""body"":{""uuid"":""82b7a5d8-0920-4e9f-b263-7cee60c4ccce"",""userName"":""oneherotic"",""fullName"":""oneherotic"",""email"":""oneherotic@gmail.com"",""role"":""CONSUMER"",""status"":""ACTIVE"",""organizationUuid"":""43fb4f0e-96c7-42c9-b07f-8e84f10c1528"",""tokens"":null},""statusCode"":""OK"",""statusCodeValue"":200},""method"":""deleteUser"",""executionTimeMs"":120,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""82b7a5d8-0920-4e9f-b263-7cee60c4ccce""]}",
f86533fc-4fba-429d-8e39-72845f35e10e,78412535-c6f2-4484-9f8f-d346f130de17,AUTHENTICATION,admin,2026-02-11 12:07:20,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":669,""tenantId"":""apipt-glab""}",
6321fc02-41c6-46d1-b48b-748465e76940,767d6201-4418-4489-88bd-a20241e48608,AUTHENTICATION,admin,2026-02-11 10:45:32,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":210,""tenantId"":""apipt-glab""}",
8ec31597-3bd5-475a-a319-e6b05c9ace77,c286a2fc-d604-492b-af6a-b9677a29fc02,AUTHENTICATION,admin,2026-02-11 10:44:13,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":480,""tenantId"":""apipt-glab""}",
6b4ced64-e9e3-422d-ab7c-327e6931cd5d,5fc5f4ef-0ad8-438e-b1a9-87255278ddd8,AUTHENTICATION,admin,2026-02-11 10:44:08,127.0.***.1,,로그인,FAILURE,"{""method"":""authenticate"",""executionTimeMs"":269,""tenantId"":""apipt-glab""}","400 BAD_REQUEST ""비밀번호는 최소 8자 이상이어야 합니다."""
fe7ef83d-9c89-4b7c-ae4d-ffcc9b6b3c74,c6130bdc-1e89-4820-8534-87198bfd2365,AUTHENTICATION,admin,2026-02-11 10:44:04,127.0.***.1,,로그인,FAILURE,"{""method"":""authenticate"",""executionTimeMs"":164,""tenantId"":""apipt-glab""}","400 BAD_REQUEST ""비밀번호는 최소 8자 이상이어야 합니다."""
26994d59-d58f-4f9c-afcb-277c23822022,efaa2e12-7273-4bae-aaef-e8b9bce68144,AUTHENTICATION,admin,2026-02-11 10:44:01,127.0.***.1,,로그인,FAILURE,"{""method"":""authenticate"",""executionTimeMs"":421,""tenantId"":""apipt-glab""}","401 UNAUTHORIZED ""로그인에 실패하였습니다."""
8841d7da-2254-4f35-a043-c3eae79ad684,184e3a58-46e1-449b-9392-29d95511db1a,AUTHENTICATION,admin,2026-02-10 17:52:03,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":265,""tenantId"":""apipt-glab""}",
eb7ff1a0-4aa8-4bc0-90e7-ac6db6913b10,8a40afc9-8590-4cae-87b7-22f44eb39549,AUTHENTICATION,admin,2026-02-10 17:51:57,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":15,""tenantId"":""apipt-glab""}",
d4077885-6ad1-4fe5-a2a1-e401121670a4,da258cee-253b-4417-8b63-7a699e4d94fb,AUTHENTICATION,admin,2026-02-10 17:51:45,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":331,""tenantId"":""apipt-glab""}",
adce5e5c-3304-48a6-b3bb-098754661fae,e5bbbd36-ebb9-4bd8-a5a6-f81ec0114e6b,AUTHENTICATION,admin,2026-02-10 17:51:38,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":70,""tenantId"":""apipt-glab""}",
8cffa2a8-c3bc-44ba-93b7-d3c35da5e4ef,4dcc1286-9ce4-4742-9273-8e683f532b5a,AUTHENTICATION,admin,2026-02-10 16:44:37,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":491,""tenantId"":""apipt-glab""}",
bdbea6fd-cb94-4beb-a162-909490ea1462,aa87c297-1d1b-4d9b-bd39-b61a4dc91826,AUTHENTICATION,admin,2026-02-10 16:21:11,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":31,""tenantId"":""apipt-glab""}",
c18ab7c3-f7b4-4ded-a04e-a136c8daa883,a8b0542b-c6a3-4214-96c6-36f094281854,AUTHENTICATION,oneherotic,2026-02-10 16:10:41,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":51,""tenantId"":""apipt-glab""}",
ece147dd-5ee8-47d0-8ded-748d2ce4a97a,92936d77-941a-426b-b1fd-0a835dac1ddd,AUTHENTICATION,oneherotic,2026-02-10 16:10:38,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":408,""tenantId"":""apipt-glab""}",
3cdcafc2-dfff-40ec-8b02-9780f30892b7,7b0b9d5c-ff0a-458e-ba6b-1befccc9f5a1,AUTHENTICATION,oneherotic,2026-02-10 16:10:28,127.0.***.1,,로그인,FAILURE,"{""method"":""authenticate"",""executionTimeMs"":425,""tenantId"":""apipt-glab""}","401 UNAUTHORIZED ""로그인에 실패하였습니다."""
11eca982-a33c-440f-90b5-73aea0521e63,d364d543-dfa4-4062-b372-3d200953ea72,USER_MANAGEMENT,admin,2026-02-10 16:01:21,127.0.***.1,/pages/user/edit/82b7a5d8-0920-4e9f-b263-7cee60c4ccce,유저 설정 수정,SUCCESS,"{""result"":{""headers"":{},""body"":{""uuid"":""82b7a5d8-0920-4e9f-b263-7cee60c4ccce"",""userName"":""oneherotic"",""fullName"":""oneherotic"",""email"":""oneherotic@gmail.com"",""role"":""CONSUMER"",""status"":null,""organizationUuid"":""43fb4f0e-96c7-42c9-b07f-8e84f10c1528"",""tokens"":null},""statusCode"":""OK"",""statusCodeValue"":200},""method"":""updateUser"",""executionTimeMs"":67,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",{""beforeData"":{""uuid"":""82b7a5d8-0920-4e9f-b263-7cee60c4ccce"",""userName"":""oneherotic"",""fullName"":""oneherotic"",""email"":""oneherotic@gmail.com"",""role"":""CONSUMER"",""status"":""INACTIVE"",""organizationUuid"":null,""tokens"":null},""requestData"":{""uuid"":""82b7a5d8-0920-4e9f-b263-7cee60c4ccce"",""userName"":""oneherotic"",""fullName"":""oneherotic"",""email"":""oneherotic@gmail.com"",""role"":""CONSUMER"",""organizationUuid"":""43fb4f0e-96c7-42c9-b07f-8e84f10c1528"",""status"":""INACTIVE""}}]}",
